Survived,PassengerId,Pclass,Age,SibSp,Parch,Fare,FamilySize,IsAlone,Fare_log,TicketGroupSize,Sex_male,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Deck_U,AgeBin_Child,AgeBin_MidAge,AgeBin_Senior,AgeBin_Teen
1.0,107,3,21.0,0,0,7.65,1,1,2.157559320943788,1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,108,3,29.0,0,0,7.775,1,1,2.1719067693519296,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,109,3,38.0,0,0,7.8958,1,1,2.1855792552411137,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,110,3,22.0,1,0,24.15,2,0,3.224857896545748,3,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,111,1,47.0,0,0,52.0,1,1,3.970291913552122,2,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0.0,112,3,14.5,1,0,14.4542,2,0,2.737880811060884,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0.0,113,3,22.0,0,0,8.05,1,1,2.2027647577118348,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,114,3,20.0,1,0,9.825,2,0,2.3818582738885534,1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0.0,115,3,17.0,0,0,14.4583,1,1,2.738146075922933,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0.0,116,3,21.0,0,0,7.925,1,1,2.188856327665703,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,117,3,70.5,0,0,7.75,1,1,2.169053700369523,1,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0.0,118,2,29.0,1,0,21.0,2,0,3.091042453358316,2,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,119,1,24.0,0,1,247.5208,2,0,5.515526544247129,3,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0.0,120,3,2.0,4,2,31.275,7,0,3.4742929367327062,7,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
0.0,121,2,21.0,2,0,73.5,3,0,4.310799125385514,7,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,122,3,29.0,0,0,8.05,1,1,2.2027647577118348,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,123,2,32.5,1,0,30.0708,2,0,3.436268471383741,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,124,2,32.5,0,0,13.0,1,1,2.639057329615259,1,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0.0,125,1,54.0,0,1,77.2875,2,0,4.360387947851531,2,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
1.0,126,3,12.0,1,0,11.2417,2,0,2.5048481563289,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
0.0,127,3,29.0,0,0,7.75,1,1,2.169053700369523,1,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,128,3,24.0,0,0,7.1417,1,1,2.0969990034181696,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,129,3,22.0,1,1,22.3583,3,0,3.1509523813392697,3,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0.0,130,3,45.0,0,0,6.975,1,1,2.076311648670908,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0.0,131,3,33.0,0,0,7.8958,1,1,2.1855792552411137,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,132,3,20.0,0,0,7.05,1,1,2.085672091430472,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0.0,133,3,47.0,1,0,14.5,2,0,2.740840023925201,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
1.0,134,2,29.0,1,0,26.0,2,0,3.295836866004329,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,135,2,25.0,0,0,13.0,1,1,2.639057329615259,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,136,2,23.0,0,0,15.0458,1,1,2.775447133088262,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,137,1,19.0,0,2,26.2833,3,0,3.3062747934011893,1,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0.0,138,1,37.0,1,0,53.1,2,0,3.9908341858524357,2,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0.0,139,3,16.0,0,0,9.2167,1,1,2.3240236363515288,2,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0.0,140,1,24.0,0,0,79.2,1,1,4.384523514872469,2,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0.0,141,3,35.0,0,2,15.2458,3,0,2.7878344138303452,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,142,3,22.0,0,0,7.75,1,1,2.169053700369523,1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,143,3,24.0,1,0,15.85,2,0,2.8243506567983707,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,144,3,19.0,0,0,6.75,1,1,2.0476928433652555,1,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0.0,145,2,18.0,0,0,11.5,1,1,2.5257286443082556,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0.0,146,2,19.0,1,1,36.75,3,0,3.6309854756950335,4,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1.0,147,3,27.0,0,0,7.7958,1,1,2.174274334826008,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,148,3,9.0,2,2,34.375,5,0,3.5660053559634015,5,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
0.0,149,2,36.5,0,2,26.0,3,0,3.295836866004329,3,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0.0,150,2,42.0,0,0,13.0,1,1,2.639057329615259,1,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
0.0,151,2,51.0,0,0,12.525,1,1,2.6045398247325453,1,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
1.0,152,1,22.0,1,0,66.6,2,0,4.213607983048918,2,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
0.0,153,3,55.5,0,0,8.05,1,1,2.2027647577118348,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0.0,154,3,40.5,0,2,14.5,3,0,2.740840023925201,3,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0.0,155,3,29.0,0,0,7.3125,1,1,2.1177604059819726,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,156,1,51.0,0,1,61.3792,2,0,4.133231886474144,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
1.0,157,3,16.0,0,0,7.7333,1,1,2.167143305297764,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0.0,158,3,30.0,0,0,8.05,1,1,2.2027647577118348,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,159,3,29.0,0,0,8.6625,1,1,2.2682524139135403,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,160,3,4.0,8,2,69.55,11,0,4.256321678298823,11,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
0.0,161,3,44.0,0,1,16.1,2,0,2.8390784635086144,2,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
1.0,162,2,40.0,0,0,15.75,1,1,2.8183982582710754,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,163,3,26.0,0,0,7.775,1,1,2.1719067693519296,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,164,3,17.0,0,0,8.6625,1,1,2.2682524139135403,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0.0,165,3,1.0,4,1,39.6875,6,0,3.705920919968788,7,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
1.0,166,3,9.0,0,2,20.525,3,0,3.0692150503137943,3,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
1.0,167,1,35.0,0,1,55.0,2,0,4.02535169073515,2,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
0.0,168,3,45.0,1,4,27.9,6,0,3.3638415951183864,6,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
0.0,169,1,29.0,0,0,25.925,1,1,3.2930552230424524,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,170,3,28.0,0,0,56.4958,1,1,4.051711901657239,8,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,171,1,61.0,0,0,33.5,1,1,3.5409593240373143,1,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0.0,172,3,4.0,4,1,29.125,6,0,3.405355391810819,6,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
1.0,173,3,1.0,1,1,11.1333,3,0,2.4959537387180646,3,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
0.0,174,3,21.0,0,0,7.925,1,1,2.188856327665703,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,175,1,56.0,0,0,30.6958,1,1,3.4561841799918147,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.0,176,3,18.0,1,1,7.8542,3,0,2.180891922715322,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0.0,177,3,4.0,3,1,25.4667,5,0,3.275887339030031,5,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
0.0,178,1,50.0,0,0,28.7125,1,1,3.391567832686312,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0.0,179,2,30.0,0,0,13.0,1,1,2.639057329615259,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,180,3,36.0,0,0,0.0,1,1,0.0,4,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,181,3,22.0,8,2,69.55,11,0,4.256321678298823,11,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,182,2,29.0,0,0,15.05,1,1,2.775708849576025,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,183,3,9.0,4,2,31.3875,7,0,3.4777725458882283,7,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
1.0,184,2,1.0,2,1,39.0,4,0,3.6888794541139363,4,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
1.0,185,3,4.0,0,2,22.025,3,0,3.1365805821413706,3,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
0.0,186,1,29.0,0,0,50.0,1,1,3.9318256327243257,1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
